"";"id";"scientific.name";"accepted.name";"family";"taxon.rank";"taxon.status";"search.str";"threat.status";"threat.status.mma";"life.form";"habitat";"vegetation.type";"vernacular.name";"occurrence";"establishment";"domain";"endemism"
"18";103059;"Apium sellowianum H.Wolff";NA;"Apiaceae";"species";"accepted";"Apium sellowianum";NA;NA;"Erva";"Terricola";"Area Antropica|Restinga";"Aipo-bravo/PORTUGUES/NA";"BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"naturalized";"Mata Atlantica|Pampa";"Nao endemica"
"19";128000;"Cyclospermum leptophyllum (Pers.) Sprague ex Britton & P.Wilson";NA;"Apiaceae";"species";"accepted";"Cyclospermum leptophyllum";NA;NA;"Erva";"Terricola";"Area Antropica|Campo Limpo|Cerrado (lato sensu)|Vegetacao Sobre Afloramentos Rochosos";"Aipo-chimarrao/PORTUGUES/Sul | Aipo-bravo/PORTUGUES/NA | Aipo-falso/PORTUGUES/NA | Gertrudes/PORTUGUES/NA | Mastruco/PORTUGUES/NA | Aipo-do-campo/PORTUGUES/NA";"BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"20";103063;"Daucus pusillus Michx.";NA;"Apiaceae";"species";"accepted";"Daucus pusillus";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Vegetacao Sobre Afloramentos Rochosos";"cenoura-selvagem/PORTUGUES/sul";"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"21";15527;"Eryngium ebracteatum Lam.";NA;"Apiaceae";"species";"accepted";"Eryngium ebracteatum";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Restinga";NA;"BR-BA|BR-CE|BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP|BR-TO";"native";"Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"268";7163;"Carex bonariensis Desf. ex Poir.";NA;"Cyperaceae";"species";"accepted";"Carex bonariensis";NA;NA;"Erva";"Rupicola|Terricola";"Campo Limpo|Campo rupestre|Floresta Ombrofila Mista";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"476";612595;"Chaetogastra herbacea (DC.) P.J.F.Guim. & Michelang.";NA;"Melastomataceae";"species";"accepted";"Chaetogastra herbacea";NA;NA;"Subarbusto";"Terricola";"Area Antropica|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"166";16281;"Raulinoreitzia crenulata (Spreng.) R.M.King & H.Rob.";NA;"Asteraceae";"species";"accepted";"Raulinoreitzia crenulata";NA;NA;"Arbusto|Subarbusto";"Terricola";"Area Antropica|Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-DF|BR-GO|BR-MG|BR-MS|BR-MT|BR-PI|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pantanal";"Nao endemica"
"194";16335;"Symphyopappus compressus (Gardner) B.L.Rob.";NA;"Asteraceae";"species";"accepted";"Symphyopappus compressus";NA;NA;"Arbusto";"Terricola";"Area Antropica|Campo de Altitude|Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica";"Endemica"
"195";103488;"Symphyopappus itatiayensis (Hieron.) R.M.King & H.Rob.";NA;"Asteraceae";"species";"accepted";"Symphyopappus itatiayensis";NA;NA;"Arbusto";"Terricola";"Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-DF|BR-MG|BR-PR|BR-RJ|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"196";103339;"Symphyotrichum graminifolium (Spreng.) G.L.Nesom";NA;"Asteraceae";"species";"accepted";"Symphyotrichum graminifolium";NA;NA;"Subarbusto";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"197";16341;"Tagetes minuta L.";NA;"Asteraceae";"species";"accepted";"Tagetes minuta";NA;NA;"Erva";"Terricola";"Area Antropica";"Chinchilho/PORTUGUES/NA | Cinchilho/PORTUGUES/NA | Cravo-de-defunto/PORTUGUES/NA | Cravo-do-mato/PORTUGUES/NA | Rabo-de-foguete/PORTUGUES/NA";"BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PB|BR-PE|BR-PI|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SE|BR-SP";"naturalized";"Caatinga|Cerrado|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"198";621468;"Tanacetum parthenium (L.) Sch.Bip.";NA;"Asteraceae";"species";"accepted";"Tanacetum parthenium";NA;NA;"Erva";"Terricola";"Area Antropica";"artemisia/PORTUGUES/NA | artemeija/PORTUGUES/NA | artemijo/PORTUGUES/NA";"BR-BA|BR-ES|BR-GO|BR-MG|BR-SC|BR-SP";"cultivated";NA;"Nao endemica"
"199";5516;"Trichocline catharinensis Cabrera";NA;"Asteraceae";"species";"accepted";"Trichocline catharinensis";"LC";NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";"Cravo-do-campo/PORTUGUES/Sul";"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Endemica"
"202";5534;"Trixis lessingii DC.";NA;"Asteraceae";"species";"accepted";"Trixis lessingii";NA;NA;"Erva|Subarbusto";"Terricola";"Campo de Altitude";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"203";5535;"Trixis nobilis (Vell.) Katinas";NA;"Asteraceae";"species";"accepted";"Trixis nobilis";NA;NA;"Arbusto";"Terricola";"Campo Limpo|Cerrado (lato sensu)|Floresta Estacional Semidecidual";NA;"BR-DF|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"204";105095;"Vernonanthura catharinensis (Cabrera) H.Rob.";NA;"Asteraceae";"species";"accepted";"Vernonanthura catharinensis";NA;NA;"Arbusto";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-MG|BR-MS|BR-PR|BR-SC";"native";NA;"Endemica"
"205";104490;"Vernonanthura discolor (Spreng.) H.Rob.";NA;"Asteraceae";"species";"accepted";"Vernonanthura discolor";NA;NA;"Arvore";"Terricola";"Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-BA|BR-DF|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"338";54761;"Croton pallidulus Baill.";NA;"Euphorbiaceae";"species";"accepted";"Croton pallidulus";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Campo Limpo|Floresta Ciliar ou Galeria|Palmeiral";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"340";35894;"Croton patrum L.B.Sm. & Downs";NA;"Euphorbiaceae";"species";"accepted";"Croton patrum";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude";NA;"BR-SC";"native";"Mata Atlantica";"Endemica"
"2";21733;"Carpotroche grandiflora Spruce ex Benth.";NA;"Achariaceae";"species";"accepted";"Carpotroche grandiflora";NA;NA;"Arbusto|Arvore";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-AC|BR-AM";"native";"Amazonia";"Nao endemica"
"3";4278;"Alstroemeria amabilis M.C.Assis";NA;"Alstroemeriaceae";"species";"accepted";"Alstroemeria amabilis";"EN";"EN";"Erva";"Terricola";"Campo de Altitude";NA;"BR-PR|BR-SC";"native";"Mata Atlantica";"Endemica"
"32";103078;"Eryngium zosterifolium H.Wolff";NA;"Apiaceae";"species";"accepted";"Eryngium zosterifolium";"VU";"VU";"Erva";"Terricola";"Campo de Altitude";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"39";4743;"Oxypetalum appendiculatum Mart.";NA;"Apocynaceae";"species";"accepted";"Oxypetalum appendiculatum";NA;NA;"Liana/voluvel/trepadeira";"Terricola";"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-ES|BR-GO|BR-MA|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RN|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"40";4786;"Oxypetalum mosenii (Malme) Malme";NA;"Apocynaceae";"species";"accepted";"Oxypetalum mosenii";NA;NA;"Liana/voluvel/trepadeira";"Terricola";"Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Nao endemica"
"42";4900;"Ilex microdonta Reissek";NA;"Aquifoliaceae";"species";"accepted";"Ilex microdonta";NA;NA;"Arbusto|Arvore";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-MG|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"43";4904;"Ilex paraguariensis A.St.-Hil.";NA;"Aquifoliaceae";"species";"accepted";"Ilex paraguariensis";"LC";NA;"Arvore";"Terricola";"Cerrado (lato sensu)|Floresta Ciliar ou Galeria|Floresta Estacional Perenifolia|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";"erva-mate/PORTUGUES/NA | mate/PORTUGUES/NA | cha-mate/PORTUGUES/NA";"BR-BA|BR-DF|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"38";103114;"Hydrocotyle alpina Vell.";NA;"Araliaceae";"species";"accepted";"Hydrocotyle alpina";NA;NA;"Erva";"Epifita|Terricola";"Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"33";613677;"Hydrocotyle fluminensis Vell.";NA;"Araliaceae";"species";"accepted";"Hydrocotyle fluminensis";NA;NA;"Erva";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-ES|BR-MG|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"35";5124;"Hydrocotyle pusilla A.Rich.";NA;"Araliaceae";"species";"accepted";"Hydrocotyle pusilla";"LC";NA;"Erva";"Terricola";"Area Antropica|Floresta Ciliar ou Galeria|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-BA|BR-MG|BR-MS|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"37";5126;"Hydrocotyle ranunculoides L.f.";NA;"Araliaceae";"species";"accepted";"Hydrocotyle ranunculoides";NA;NA;"Erva";"Aquatica";"Vegetacao Aquatica";NA;"BR-AM|BR-BA|BR-DF|BR-ES|BR-MG|BR-MS|BR-MT|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Amazonia|Mata Atlantica|Pampa|Pantanal";"Nao endemica"
"44";5132;"Oreopanax fulvus Marchal";NA;"Araliaceae";"species";"accepted";"Oreopanax fulvus";"LC";NA;"Arvore";"Terricola";"Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"46";103031;"Aristolochia fimbriata Cham.";NA;"Aristolochiaceae";"species";"accepted";"Aristolochia fimbriata";NA;NA;"Liana/voluvel/trepadeira";"Terricola";"Area Antropica|Campo Limpo";"cipo-milhomens/PORTUGUES/Brasil | jarrinha/PORTUGUES/Brasil | jarrinha-de-franjas/PORTUGUES/Brasil | papo-de-peru/PORTUGUES/Brasil | patito/ESPANHOL/Argentina";"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Nao endemica"
"47";102955;"Achyrocline alata (Kunth) DC.";NA;"Asteraceae";"species";"accepted";"Achyrocline alata";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)";"macela/PORTUGUES/sul, sudeste | macela-do-brejo/PORTUGUES/sul";"BR-BA|BR-DF|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"48";108826;"Achyrocline satureioides (Lam.) DC.";NA;"Asteraceae";"species";"accepted";"Achyrocline satureioides";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Restinga|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"49";108833;"Achyrocline vauthieriana DC.";NA;"Asteraceae";"species";"accepted";"Achyrocline vauthieriana";NA;NA;"Erva";"Terricola";"Campo de Varzea|Campo rupestre|Cerrado (lato sensu)";NA;"BR-BA|BR-DF|BR-GO|BR-MG|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"50";112084;"Anthemis cotula L.";NA;"Asteraceae";"species";"accepted";"Anthemis cotula";NA;NA;"Erva";"Terricola";"Area Antropica";NA;"BR-BA|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"naturalized";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"51";115502;"Austroeupatorium laetevirens (Hook. & Arn.) R.M.King & H.Rob.";NA;"Asteraceae";"species";"accepted";"Austroeupatorium laetevirens";NA;NA;"Arbusto|Subarbusto";"Rupicola|Terricola";"Campo rupestre|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"54";5152;"Baccharis aliena (Spreng.) Joch.Müll.";NA;"Asteraceae";"species";"accepted";"Baccharis aliena";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Campo Limpo|Restinga|Vegetacao Sobre Afloramentos Rochosos";"alecrim do campo/PORTUGUES/RS, SC | romerillo/ESPANHOL/Uruguai";"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"55";5154;"Baccharis angusticeps Dusén ex Malme";NA;"Asteraceae";"species";"accepted";"Baccharis angusticeps";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-PR|BR-SC";"native";"Mata Atlantica";"Endemica"
"56";102216;"Baccharis apicifoliosa A.A.Schneid. & Boldrini";NA;"Asteraceae";"species";"accepted";"Baccharis apicifoliosa";NA;NA;"Arbusto|Subarbusto";"Terricola";"Campo de Altitude|Floresta Ombrofila Mista";"carqueja/PORTUGUES/NA";"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"57";135167;"Baccharis aracatubensis Malag.";NA;"Asteraceae";"species";"accepted";"Baccharis aracatubensis";"EN";"EN";"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";"Alecrim/PORTUGUES/NA";"BR-PR|BR-SC";"native";"Mata Atlantica";"Endemica"
"58";5158;"Baccharis articulata (Lam.) Pers.";NA;"Asteraceae";"species";"accepted";"Baccharis articulata";NA;NA;"Arbusto|Subarbusto";"Rupicola|Terricola";"Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Vegetacao Sobre Afloramentos Rochosos";"carqueja-branca/PORTUGUES/NA | carqueja-doce/PORTUGUES/NA | carquejinha/PORTUGUES/NA";"BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"61";102218;"Baccharis burchellii Baker";NA;"Asteraceae";"species";"accepted";"Baccharis burchellii";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";"alecrim-carqueja/PORTUGUES/NA";"BR-MG|BR-RJ|BR-SP";"native";"Mata Atlantica";"Endemica"
"62";122021;"Baccharis chionolaenoides D.Falkenberg & Deble";NA;"Asteraceae";"species";"accepted";"Baccharis chionolaenoides";NA;NA;"Subarbusto";"Rupicola";"Vegetacao Sobre Afloramentos Rochosos";NA;"BR-SC";"native";"Mata Atlantica";"Endemica"
"63";5171;"Baccharis coronata Giuliano";NA;"Asteraceae";"species";"accepted";"Baccharis coronata";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"64";5172;"Baccharis crispa Spreng.";NA;"Asteraceae";"species";"accepted";"Baccharis crispa";NA;NA;"Subarbusto";"Epifita|Rupicola|Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Restinga|Vegetacao Sobre Afloramentos Rochosos";"carqueja/PORTUGUES/NA | carqueja-amargosa/PORTUGUES/NA";"BR-BA|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"65";5175;"Baccharis deblei A.S.Oliveira & Marchiori";NA;"Asteraceae";"species";"accepted";"Baccharis deblei";NA;NA;"Subarbusto";"Terricola";"Campo de Altitude";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"66";5176;"Baccharis dentata (Vell.) G.M.Barroso";NA;"Asteraceae";"species";"accepted";"Baccharis dentata";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Campo Limpo|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-ES|BR-MG|BR-PE|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Nao endemica"
"67";5180;"Baccharis erigeroides DC.";NA;"Asteraceae";"species";"accepted";"Baccharis erigeroides";NA;NA;"Subarbusto";"Terricola";"Campo de Altitude|Campo Limpo|Cerrado (lato sensu)";NA;"BR-DF|BR-GO|BR-MG|BR-MS|BR-PR|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica";"Endemica"
"68";5181;"Baccharis erioclada DC.";NA;"Asteraceae";"species";"accepted";"Baccharis erioclada";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";"alecrim/PORTUGUES/NA | vassoura/PORTUGUES/NA";"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"69";102254;"Baccharis flexuosiramosa A.A.Schneid. & Boldrini";NA;"Asteraceae";"species";"accepted";"Baccharis flexuosiramosa";NA;NA;"Liana/voluvel/trepadeira|Subarbusto";"Rupicola|Terricola";"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-PR|BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"70";129532;"Baccharis floccosa Deble & A.S.Oliveira";NA;"Asteraceae";"species";"accepted";"Baccharis floccosa";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"86";104342;"Baccharis gnaphalioides Spreng.";NA;"Asteraceae";"species";"accepted";"Baccharis gnaphalioides";NA;NA;"Subarbusto";"Terricola";"Campo Limpo|Restinga|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-RS|BR-SC";"native";"Mata Atlantica|Pampa";"Nao endemica"
"71";5191;"Baccharis intermixta Gardner";NA;"Asteraceae";"species";"accepted";"Baccharis intermixta";NA;NA;"Arbusto";"Rupicola|Terricola";"Campo de Altitude|Campo Limpo|Campo rupestre|Cerrado (lato sensu)|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista|Vegetacao Sobre Afloramentos Rochosos";NA;"BR-BA|BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Caatinga|Cerrado|Mata Atlantica";"Endemica"
"91";5259;"Baccharis uleana Malag.";NA;"Asteraceae";"species";"accepted";"Baccharis uleana";NA;NA;"Arbusto";"Aquatica|Terricola";"Campo de Altitude|Restinga";NA;"BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"100";5274;"Chaptalia nutans (L.) Pol.";NA;"Asteraceae";"species";"accepted";"Chaptalia nutans";NA;NA;"Erva";"Terricola";"Area Antropica|Campo de Altitude|Campo Limpo|Cerrado (lato sensu)|Floresta Estacional Decidual|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";"Chamama,/PORTUGUES/NA | Folha-de-grama, fumo-do-mato, erva-de-sangue, sanguineira/PORTUGUES/NA | lingua-de-vaca, lingua-de-vaca-miuda, serralha, arnica, Buglosa,/PORTUGUES/sudeste | Tapira-pecu, tapira/KAXINAWA/sudeste";"BR-AC|BR-AL|BR-BA|BR-CE|BR-DF|BR-ES|BR-GO|BR-MG|BR-MS|BR-MT|BR-PA|BR-PI|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SE|BR-SP|BR-TO";"native";"Amazonia|Caatinga|Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"101";5275;"Chaptalia piloselloides (Vahl) Baker";NA;"Asteraceae";"species";"accepted";"Chaptalia piloselloides";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-DF|BR-ES|BR-GO|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"102";105305;"Chevreulia acuminata Less.";NA;"Asteraceae";"species";"accepted";"Chevreulia acuminata";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"103";105306;"Chevreulia sarmentosa (Pers.) Blake";NA;"Asteraceae";"species";"accepted";"Chevreulia sarmentosa";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"130";102381;"Graphistylis oreophila (Dusén) B.Nord.";NA;"Asteraceae";"species";"accepted";"Graphistylis oreophila";NA;NA;"Erva";"Terricola";"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)";NA;"BR-RJ|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"131";102382;"Graphistylis organensis (Casar.) B.Nord.";NA;"Asteraceae";"species";"accepted";"Graphistylis organensis";NA;NA;"Erva|Subarbusto";"Terricola";"Campo de Altitude|Campo rupestre";NA;"BR-ES|BR-MG|BR-RJ|BR-SC|BR-SP";"native";"Mata Atlantica";"Endemica"
"136";115478;"Hatschbachiella tweedieana (Hook. & Arn.) R.M.King & H.Rob.";NA;"Asteraceae";"species";"accepted";"Hatschbachiella tweedieana";"LC";NA;"Subarbusto";NA;"Carrasco|Floresta Estacional Semidecidual";NA;"BR-PR|BR-RJ|BR-RS|BR-SC";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"137";27092;"Hieracium commersonii Monnier";NA;"Asteraceae";"species";"accepted";"Hieracium commersonii";NA;NA;"Erva";"Terricola";"Campo Limpo|Floresta Estacional Semidecidual";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"138";104604;"Holocheilus illustris (Vell.) Cabrera";NA;"Asteraceae";"species";"accepted";"Holocheilus illustris";NA;NA;"Erva";"Terricola";"Campo de Altitude|Campo Limpo";"Margaridinha/PORTUGUES/sul";"BR-PR|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"139";104603;"Holocheilus monocephalus Mondin";NA;"Asteraceae";"species";"accepted";"Holocheilus monocephalus";"EN";"EN";"Erva";"Terricola";"Campo de Altitude|Campo Limpo";NA;"BR-RS|BR-SC";"native";"Mata Atlantica";"Endemica"
"141";112206;"Hypochaeris lutea (Vell.) Britton";NA;"Asteraceae";"species";"accepted";"Hypochaeris lutea";NA;NA;"Erva";"Terricola";"Cerrado (lato sensu)|Floresta Estacional Semidecidual|Floresta Ombrofila (= Floresta Pluvial)|Restinga";NA;"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";NA
"167";27354;"Senecio brasiliensis (Spreng.) Less.";NA;"Asteraceae";"species";"accepted";"Senecio brasiliensis";NA;NA;"Arbusto";NA;"Campo de Altitude|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";NA;"BR-ES|BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Cerrado|Mata Atlantica|Pampa";"Nao endemica"
"215";5742;"Berberis laurina Billb.";NA;"Berberidaceae";"species";"accepted";"Berberis laurina";NA;NA;"Arbusto|Arvore";"Terricola";"Campo de Altitude|Floresta Ciliar ou Galeria|Floresta Ombrofila (= Floresta Pluvial)|Floresta Ombrofila Mista";"Espinho-de-sao-joao/PORTUGUES/Sul";"BR-MG|BR-PR|BR-RJ|BR-RS|BR-SC|BR-SP";"native";"Mata Atlantica|Pampa";"Nao endemica"
"222";611696;"Thaumatocaryon sellowianum (Cham.) I.M.Johnst.";NA;"Boraginaceae";"species";"accepted";"Thaumatocaryon sellowianum";NA;NA;"Erva";"Terricola";"Campo Limpo";NA;"BR-PR|BR-RS|BR-SC|BR-SP";"native";NA;"Endemica"
